FAC_MA_NM,Relationship_NM,GROUP_NM,CUSTOMER_KEY,ACCOUNT_NUMBER,CUSTOMER_NM,SERVICE_ADDRESS_1,SERVICE_CITY_NM,SERVICE_STATE_CD,SERVICE_ZIP_CD,DISPOSAL_CD,Disposal_NM,WASTE_STREAM_NM,WASTE_TYPE,TICKET_NO,SERVICE_CD,LOAD_TYPE,DISPATCH_DM,MONTH,YEAR,TONNAGE,Min_Ton,MONTH_STRING,CUSTOMER_NM_Modified
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,383382,20C,E/R,44770.47917,7,2022,0.68,,July, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,BSS,BFI SS/PROCESSED COMM/INDUSTRI,COMMINGLED & NEWSPAPER,RECYCLING,376742,Y35,E/R,44756.32361,7,2022,0.37,,July, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,383383,30C,E/R,44770.35347,7,2022,1.16,,July, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 02 DANIELS - 0018000001VZNh8AAH,EAST DIVISION,80805092006,447-56302,WORCESTER POLYTECH 02 DANIELS,INSTITUTE RD,WORCESTER,MA,01609-2247,,UNDEFINED,MSW,MSW,374307,DLF,DEL,44756.57917,7,2022,0.0,,July, 02 DANIELS
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,379994,30C,E/R,44763.33194,7,2022,2.36,,July, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,373204,20C,E/R,44750.46181,7,2022,0.49,,July, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 02 DANIELS - 0018000001VZNh8AAH,EAST DIVISION,80805092006,447-56302,WORCESTER POLYTECH 02 DANIELS,INSTITUTE RD,WORCESTER,MA,01609-2247,,UNDEFINED,MSW,MSW,374304,,ZRP,44756.41667,7,2022,0.0,,July, 02 DANIELS
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,379991,30C,E/R,44763.21042,7,2022,1.58,,July, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,373205,30C,E/R,44750.33264,7,2022,1.41,,July, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,379992,Y35,E/R,44763.26875,7,2022,0.8,,July, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,383380,30C,E/R,44770.19514,7,2022,1.17,,July, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,383381,Y35,E/R,44770.28458,7,2022,0.49,,July, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,373173,20C,E/R,44750.38889,7,2022,0.23,,July, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,376744,30C,E/R,44756.39236,7,2022,1.14,,July, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 01 MORGAN HALL - 0018000001VZNguAAH,EAST DIVISION,80805102004,447-56329,WORCESTER POLYTECH 01 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,379990,Y30,E/R,44763.5125,7,2022,0.68,,July, 01 MORGAN H
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,383348,20C,E/R,44770.41111,7,2022,0.16,,July, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,376743,20C,E/R,44756.50347,7,2022,1.06,,July, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,379963,20C,E/R,44763.38611,7,2022,0.24,,July, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,376707,20C,E/R,44756.44097,7,2022,0.15,,July, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 08 RECYCLE - 0018000001VZNhCAAX,EAST DIVISION,80840682009,447-195485,WORCESTER POLYTECH 08 RECYCLE,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,SINGLE STREAM RECYCLE,RECYCLING,375770,46C,E/R,44762.20625,7,2022,8.01,,July, 08 RECYCLE
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,376741,30C,E/R,44756.24097,7,2022,0.8,,July, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,373202,30C,E/R,44750.18403,7,2022,0.78,,July, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 02 DANIELS - 0018000001VZNh8AAH,EAST DIVISION,80805092006,447-56302,WORCESTER POLYTECH 02 DANIELS,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,374301,30C,DNR,44756.24236,7,2022,3.7,,July, 02 DANIELS
WM of New England,WORCESTER POLYTECH 01 MORGAN HALL - 0018000001VZNguAAH,EAST DIVISION,80805102004,447-56329,WORCESTER POLYTECH 01 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,373201,Y30,E/R,44750.50625,7,2022,1.07,,July, 01 MORGAN H
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,373203,Y35,E/R,44750.25486,7,2022,0.39,,July, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,379993,20C,E/R,44763.44444,7,2022,1.07,,July, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,386623,30C,E/R,44777.34306,8,2022,0.89,,August, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,386593,20C,E/R,44777.42292,8,2022,0.19,,August, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,386621,Y35,E/R,44777.28125,8,2022,0.56,,August, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 03 FARADAY HALL - 0018000001Vf9IrAAJ,EAST DIVISION,127928563002,447-845245,WORCESTER POLYTECH 03 FARADAY,FARADAY ST,WORCESTER,MA,01605-2602,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,394589,35C,E/R,44799.42153,8,2022,8.55,,August, 03 FARADAY
WM of New England,WORCESTER POLYTECH 12 RECYCLE - 0018000001VZNh9AAH,EAST DIVISION,141217982004,447-827458,WORCESTER POLYTECH 12 RECYCLE,PRESCOTT ST,WORCESTER,MA,01605-2661,LSS,LEOMINSTER SINGLE STREAM,COMINGLED,RECYCLING,394585,42Y,E/R,44799.4875,8,2022,2.79,,August, 12 RECYCLE
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,396820,20C,E/R,44798.53056,8,2022,2.2,,August, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 08 RECYCLE - 0018000001VZNhCAAX,EAST DIVISION,80840682009,447-195485,WORCESTER POLYTECH 08 RECYCLE,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,SINGLE STREAM RECYCLE,RECYCLING,394587,46C,E/R,44798.40347,8,2022,5.36,,August, 08 RECYCLE
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,386622,20C,E/R,44777.50833,8,2022,1.05,,August, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,393481,30C,E/R,44791.19583,8,2022,2.41,,August, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,390066,20C,E/R,44784.39306,8,2022,0.23,,August, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 01 MORGAN HALL - 0018000001VZNguAAH,EAST DIVISION,80805102004,447-56329,WORCESTER POLYTECH 01 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,386619,Y30,E/R,44777.60278,8,2022,0.51,,August, 01 MORGAN H
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,,UNDEFINED,MSW,MSW,395122,DEL,DEL,44795.32639,8,2022,0.0,,August, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,396818,30C,E/R,44798.19444,8,2022,4.06,,August, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,396786,20C,E/R,44798.47986,8,2022,1.16,,August, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,396821,30C,E/R,44798.33958,8,2022,1.93,,August, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,390102,30C,E/R,44784.35,8,2022,1.61,,August, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,393483,20C,DNR,44791.48542,8,2022,2.05,,August, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,393484,30C,E/R,44791.34444,8,2022,1.79,,August, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,393482,Y35,E/R,44791.28264,8,2022,0.55,,August, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,396819,Y35,E/R,44798.26736,8,2022,1.38,,August, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 09 - 0018000001Vf9IpAAJ,EAST DIVISION,148114312007,447-832265,WORCESTER POLYTECH 09 EAST HAL,BOYNTON ST,WORCESTER,MA,01609-3114,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,394579,20C,E/R,44799.33472,8,2022,2.53,,August, 09 EAST HAL
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,390099,30C,E/R,44784.19931,8,2022,1.18,,August, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,386620,30C,E/R,44777.19444,8,2022,1.75,,August, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,390100,Y35,E/R,44784.2875,8,2022,0.45,,August, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 02 DANIELS - 0018000001VZNh8AAH,EAST DIVISION,80805092006,447-56302,WORCESTER POLYTECH 02 DANIELS,INSTITUTE RD,WORCESTER,MA,01609-2247,,UNDEFINED,UNDEFINED,MSW,394553,TRF,TRP,44799.40347,8,2022,0.0,,August, 02 DANIELS
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,393453,20C,E/R,44791.41806,8,2022,0.53,,August, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 01 MORGAN HALL - 0018000001VZNguAAH,EAST DIVISION,80805102004,447-56329,WORCESTER POLYTECH 01 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,393480,Y30,E/R,44791.54028,8,2022,1.06,,August, 01 MORGAN H
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,390101,20C,E/R,44784.45704,8,2022,1.3,,August, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,406889,30C,E/R,44819.3625,9,2022,2.47,,September, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,410244,20C,E/R,44826.475,9,2022,3.41,,September, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,410245,30C,E/R,44826.36806,9,2022,3.64,,September, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,410243,Y35,E/R,44826.29861,9,2022,1.6,,September, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,410210,20C,E/R,44826.41667,9,2022,1.32,,September, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,400275,20C,E/R,44805.54306,9,2022,1.56,,September, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 08 RECYCLE - 0018000001VZNhCAAX,EAST DIVISION,80840682009,447-195485,WORCESTER POLYTECH 08 RECYCLE,INSTITUTE RD,WORCESTER,MA,01609-2247,,UNDEFINED,UNDEFINED,MSW,409085,TRP,TRP,44832.65903,9,2022,0.0,,September, 08 RECYCLE
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,403254,20C,E/R,44814.36458,9,2022,1.74,,September, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,403290,30C,E/R,44814.32153,9,2022,4.14,,September, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,400305,20C,E/R,44805.60208,9,2022,3.38,,September, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,403288,Y35,E/R,44814.25903,9,2022,1.76,,September, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,400306,30C,E/R,44805.44653,9,2022,2.73,,September, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,406886,30C,E/R,44819.19514,9,2022,3.42,,September, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,406888,20C,E/R,44819.52153,9,2022,2.69,,September, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 01 MORGAN HALL - 0018000001VZNguAAH,EAST DIVISION,80805102004,447-56329,WORCESTER POLYTECH 01 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,400302,Y30,E/R,44805.37083,9,2022,1.67,,September, 01 MORGAN H
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,403289,20C,E/R,44814.41597,9,2022,5.01,,September, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,406887,Y35,E/R,44819.29306,9,2022,1.25,,September, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,413652,30C,E/R,44833.40837,9,2022,4.2,,September, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,400303,30C,E/R,44805.19583,9,2022,4.41,,September, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,413621,20C,E/R,44833.46528,9,2022,1.45,,September, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,406858,20C,E/R,44819.44583,9,2022,1.0,,September, 04 FOUNDERS
